bookid;name;author;genre;lang;rating1;rating2;rating3;rating4;rating5
39021;Six Frigates: The Epic History of the Founding of the U. S. Navy;Ian W. Toll;History;English;34;90;489;1489;2024
39034;1491: New Revelations of the Americas Before Columbus;Charles C. Mann;History;English;1350;2209;8751;17750;17799
39926;Dancing on My Grave;Gelsey Kirkland;Nonfiction;English;26;120;465;625;424
39937;The Beauty Myth;Naomi Wolf;Nonfiction;English;253;900;3842;6097;4701
40189;Blue Angel;Francine Prose;Fiction;English;180;444;1017;962;416
40745;A Year in Provence (Provence #1);Peter Mayle;Travel;English;681;2455;12086;20048;16449
40866;Mindset: The New Psychology of Success;Carol S. Dweck;Nonfiction;English;753;2189;8306;15851;17132
40929;Tales of the Dying Earth (The Dying Earth #1-4 omnibus);Jack Vance;Science Fiction;English;71;216;619;1337;1853
40955;The Rise of Theodore Roosevelt (Theodore Roosevelt #1);Edmund Morris;Biography;English;833;946;3690;9784;15845
40958;They Call Me Coach;John Wooden;Sports and Games;English;22;48;240;487;688
41219;The Art of Innovation: Lessons in Creativity from IDEO, America's Leading Design Firm;Tom Kelley;Business;English;88;297;1197;1811;1750
41363;Possession;A.S. Byatt;Fiction;English;2422;4742;12635;20589;22011
41457;For Keeps: 30 Years at the Movies (The Film Writings);Pauline Kael;Culture;English;4;3;27;109;218
41506;Hitty, Her First Hundred Years;Rachel Field;Historical;English;249;448;1716;1966;2322
41591;The Autobiography of Andrew Carnegie and the Gospel of Wealth;Andrew Carnegie;Biography;English;10;26;57;129;140
41619;The Great Crash of 1929;John Kenneth Galbraith;Economics;English;66;186;859;1405;1221
41643;Business @ the Speed of Thought: Succeeding in the Digital Economy;Bill Gates;Business;English;114;270;830;946;1018
41653;Gates: How Microsoft's Mogul Reinvented an Industry--and Made Himself the Richest Man in America;Stephen Manes;Biography;English;5;18;66;132;118
41667;Giants of Enterprise: Seven Business Innovators and the Empires They Built;Richard S. Tedlow;Business;English;6;12;73;98;97
41716;My Side of the Mountain (Mountain #1);Jean Craighead George;Fiction;English;937;2267;10839;19123;20242
41786;Sahara (Dirk Pitt #11);Clive Cussler;Adventure;Spanish;872;2175;11514;19195;16180
41793;Joel on Software;Joel Spolsky;Computer Science;English;49;86;457;1198;1047
41804;Hackers & Painters: Big Ideas from the Computer Age;Paul Graham;Nonfiction;English;136;343;1149;2353;2675
41865;I, Robot (Robot 0.1);Isaac Asimov;Science Fiction;English;1274;5594;36664;86388;90650
41868;Twilight (Twilight  #1);Stephenie Meyer;Young Adult;English;478613;460969;840028;925336;1439107
41870;Ajax on Rails;Scott Raymond;Computer Science;English;2;5;17;13;5
41977;Pragmatic Ajax: A Web 2.0 Primer;Justin Gehtland;Computer Science;English;4;9;15;12;5
42384;Circle of Friends;Maeve Binchy;Romance;English;425;1786;11546;20953;16656
42407;Family Shoes (Bell Family  #1);Noel Streatfeild;Unknown;English;6;14;140;132;92
42697;Babar the King (Babar #3);Jean de Brunhoff;Childrens;English;216;606;2892;3731;7384
42914;Exodus;Leon Uris;Historical;English;495;1596;10352;27196;42535
43121;All Quiet on the Western Front (All Quiet on the Western Front/The Road Back #1);Erich Maria Remarque;Classics;English;8391;18917;59828;98765;104463
43132;Bright Earth: Art and the Invention of Color;Philip Ball;Art;English;27;41;185;291;390
43138;Winter Season: A Dancer's Journal;Toni Bentley;Nonfiction;English;10;27;108;164;148
43141;All in the Dances: A Brief Life of George Balanchine;Terry Teachout;Unknown;English;0;0;9;21;16
43235;The Essence of Style: How the French Invented High Fashion, Fine Food, Chic Cafes, Style, Sophistication, and Glamour;Joan DeJean;Nonfiction;English;5;18;89;99;88
43236;MySQL Administrator's Guide and Language Reference;MySQL AB;Unknown;English;0;1;8;7;3
43239;MySQL Cookbook;Paul DuBois;Computer Science;English;1;6;42;55;57
43240;MySQL Phrasebook;Zak Greant;Unknown;English;1;1;4;8;4
43244;MySQL in a Nutshell;Russell J.T. Dyer;Reference;English;0;5;17;12;12
43245;High Performance MySQL: Optimization, Backups, Replication, Load Balancing & More;Jeremy D. Zawodny;Computer Science;English;4;19;80;210;262
43448;MySQL Database Design and Tuning;Robert D. Schneider;Unknown;English;0;3;6;8;2
43536;Flowers in the Attic (Dollanganger #1);V.C. Andrews;Fiction;English;4690;10738;31611;40642;41124
43615;Wooden: A Lifetime of Observations and Reflections On and Off the Court;John Wooden;Nonfiction;English;22;54;311;906;1930
43641;The Gunslinger (The Dark Tower #1);Stephen King;Fantasy;English;11543;28036;83835;126774;162722
43691;Water for Elephants;Sara Gruen;Fiction;English;17263;51559;208158;435668;447357
43944;The Master;Colm TÃ³ibÃ­n;Fiction;English;191;568;1821;2936;2198
44521;Suite FranÃ§aise;IrÃ¨ne NÃ©mirovsky;Historical;English;1176;3768;12671;20262;14417
44559;Kiss Kiss;Roald Dahl;Short Stories;English;38;179;1092;2569;2236
44735;Life is Elsewhere;Milan Kundera;Fiction;English;102;531;2813;5015;3591
44866;The Elements of Typographic Style;Robert Bringhurst;Design;English;122;296;988;1959;3651
44905;Poetry and Prose of Alexander Pope (Riverside Editions);Alexander Pope;Poetry;English;1;5;22;36;27
45181;Writing Down the Bones: Freeing the Writer Within;Natalie Goldberg;Language;English;232;758;3768;7683;10019
45195;Five Children and It (Five Children #1);E. Nesbit;Fantasy;English;376;1178;4927;6794;6106
45252;A Passage to India;E.M. Forster;Classics;English;1692;5122;16217;21022;12872
45546;Pandora's Star (Commonwealth Saga #1);Peter F. Hamilton;Science Fiction;English;417;1068;4365;12590;15958
45793;Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier;Stephen E. Ambrose;History;English;575;1150;5502;14458;18230
46064;The Murders in the Rue Morgue: The Dupin Tales (C. Auguste Dupin #1-3);Edgar Allan Poe;Classics;English;74;388;1762;2644;1956
46084;The Diary of AnaÃ¯s Nin, Vol. 1: 1931-1934 (The Diary of AnaÃ¯s Nin #1);AnaÃ¯s Nin;Autobiography;English;61;199;989;1964;2145
46164;Agile Web Development with Rails;Dave Thomas;Science;English;11;86;429;729;451
46199;Tender Is the Night;F. Scott Fitzgerald;Classics;English;1884;6361;23801;35209;26049
46204;Letters to a Young Poet;Rainer Maria Rilke;Poetry;English;320;982;4488;10861;19394
46799;An Invisible Sign of My Own;Aimee Bender;Fiction;English;104;433;1098;1381;991
47021;Go Ask Alice;Beatrice Sparks;Fiction;English;8262;18945;53646;65257;66067
47059;The Taming of the Shrew;William Shakespeare;Classics;English;3060;10118;37073;49184;40038
47212;The Marble Faun;Nathaniel Hawthorne;Classics;English;111;307;844;701;540
48019;Storm Front (The Dresden Files #1);Jim Butcher;Fantasy;English;3585;10568;48989;85592;85305
48131;The Effective Executive: The Definitive Guide to Getting the Right Things Done;Peter F. Drucker;Business;English;641;1046;3826;6777;8941
48132;Birds, Beasts and Relatives (Corfu Trilogy #2);Gerald Durrell;Nonfiction;English;15;57;586;1796;2279
48398;My Family and Other Animals (Corfu Trilogy #1);Gerald Durrell;Nonfiction;English;280;831;3660;8859;13056
48461;The Inner Voice: The Making of a Singer;RenÃ©e Fleming;Music;English;2;22;150;326;354
48467;The Complete Stories;Flannery O'Connor;Fiction;English;330;616;2708;8601;18365
48564;Wise Blood;Flannery O'Connor;Fiction;English;551;1547;4863;7916;6802
48855;Schoolgirls: Young Women, Self Esteem, and the Confidence Gap;Peggy Orenstein;Nonfiction;English;11;46;222;477;348
49226;The Diary of a Young Girl;Anne Frank;History;English;49628;96715;376494;703891;962327
49465;Blood Diamonds: Tracing the Deadly Path of the World's Most Precious Stones;Greg Campbell;Nonfiction;English;16;45;279;496;295
49628;Those Who Save Us;Jenna Blum;Historical;English;844;2427;13223;33068;30611
50135;Cloud Atlas;David Mitchell;Science Fiction;English;5662;11227;30144;62151;72251
50275;Poplorica: A Popular History of the Fads, Mavericks, Inventions, and Lore That Shaped Modern America;Martin J. Smith;Nonfiction;English;6;21;85;44;18
50365;Last Exit to Brooklyn;Hubert Selby Jr.;Fiction;English;455;1085;3898;7018;6253
50615;A Suitable Boy (Suitables #1);Vikram Seth;Fiction;English;710;1697;6244;12809;15593
50725;The Invention of Solitude;Paul Auster;Nonfiction;English;126;547;2245;3192;2139
50727;The Pursuit of Love & Love in a Cold Climate;Nancy Mitford;Fiction;English;49;164;928;1785;1918
51291;Don't Tell Alfred (Radlett and Montdore #3);Nancy Mitford;Fiction;English;24;139;526;538;268
51296;How to Lie with Statistics;Darrell Huff;Nonfiction;English;73;381;1813;2852;1896
51496;Oh the Glory of it All;Sean Wilsey;Autobiography;English;195;506;1485;1573;1055
52357;The Strange Case of Dr. Jekyll and Mr. Hyde;Robert Louis Stevenson;Classics;English;3471;17649;83651;110788;71144
53003;Beowulf;Unknown;Classics;English;12629;26755;59425;53830;39319
53240;Our Lady of the Flowers;Jean Genet;Fiction;English;105;257;849;1450;1780
54499;Daddy Long Legs (Daddy-Long-Legs #1);Jean Webster;Classics;English;403;1180;5953;11217;12568
54620;The Man in the Iron Mask (The d'Artagnan Romances #3.4);Alexandre Dumas;Classics;English;561;2640;14208;21991;19956
54666;Mary Barton;Elizabeth Gaskell;Classics;English;427;1172;4007;5170;3489
54812;What's the Matter with Kansas? How Conservatives Won the Heart of America;Thomas Frank;Politics;English;186;591;2525;4233;2634
54899;Streets of Laredo (Lonesome Dove #2);Larry McMurtry;Westerns;English;104;427;2613;4447;2723
55008;Nobody's Perfect (The Gymnasts #3);Elizabeth Levy;Unknown;English;0;6;31;31;30
55428;Time Was Soft There: A Paris Sojourn at Shakespeare & Co.;Jeremy Mercer;Nonfiction;English;34;141;655;934;614
55563;Goodbye to All That;Robert Graves;Biography;English;93;323;1615;3318;2975
55876;The Journalist and the Murderer;Janet Malcolm;Nonfiction;English;48;215;619;964;676
56034;How to Lose Friends and Alienate People;Toby Young;Nonfiction;English;260;793;1665;1293;690
56351;The French Lieutenant's Woman;John Fowles;Fiction;English;852;2497;9903;15861;11718
56616;Guenevere, Queen of the Summer Country (Guenevere #1);Rosalind Miles;Historical;English;168;383;1080;1149;818
56759;Double Indemnity;James M. Cain;Fiction;English;130;491;2829;6469;6065
57485;The Mayor of Casterbridge;Thomas Hardy;Classics;English;1431;3224;11671;17420;13337
57736;Wizard of the Crow;NgÅ©gÄ© wa Thiong'o;Fiction;English;37;79;307;730;913
58654;Shoeless Joe;W.P. Kinsella;Fiction;English;292;561;2421;4332;3979
58922;Lost Girls and Love Hotels;Catherine Hanrahan;Fiction;English;15;57;125;88;67
59145;The Runaway Bunny (Over the Moon #1);Margaret Wise Brown;Childrens;English;1445;2919;10348;15026;27735
59715;PÃ¨re Goriot (La ComÃ©die Humaine #23);HonorÃ© de Balzac;Fiction;English;771;2622;9117;13577;10364
59716;The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury (Calvin and Hobbes);Bill Watterson;Sequential Art;English;19;64;732;3399;14739
60792;To the Lighthouse;Virginia Woolf;Classics;English;4600;9320;23797;32404;32346
60931;The Accidental Tourist;Anne Tyler;Fiction;English;1107;4496;20994;33752;25151
61024;Kindred;Octavia E. Butler;Historical;English;478;1751;8078;21435;24678
61026;Slim Aarons: Once Upon A Time;Slim Aarons;Art;English;0;1;6;11;41
61060;A Wonderful Time, 1974: Harper & Row;Slim Aarons;Unknown;English;0;1;1;1;3
61329;L.A. Lofts;Barbara Thornburg;Unknown;English;0;0;0;0;0
61535;Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers;Geoffrey A. Moore;Business;English;694;1078;3408;6362;6823
61549;The Selfish Gene;Richard Dawkins;Nonfiction;English;2845;4448;16484;35662;46884
61886;Mr. Popper's Penguins;Richard Atwater;Childrens;English;870;2904;13344;18172;19592
62111;The Curse of Chalion (World of the Five Gods (Publication) #1);Lois McMaster Bujold;Fantasy;English;337;892;4022;9571;10941
62291;The Swiss Family Robinson;Johann David Wyss;Classics;English;1599;5101;21730;29659;29824
62794;A Storm of Swords (A Song of Ice and Fire #3);George R.R. Martin;Fiction;English;1532;5048;38272;157247;355590
63913;Confessions of a Mask;Yukio Mishima;Fiction;English;136;552;2321;3999;2939
64222;Trout Fishing in America;Richard Brautigan;Fiction;English;287;740;2279;3450;2915
65278;Going Postal (Discworld #33);Terry Pratchett;Fantasy;English;354;1139;9687;30672;44597
66406;Rules of the Wild: A Novel of Africa;Francesca Marciano;Cultural;English;22;72;247;339;283
67141;Street Boys;Lorenzo Carcaterra;Fiction;English;16;53;218;293;226
67270;Contempt;Alberto Moravia;Fiction;English;38;159;625;1049;809
67490;Emil and the Detectives (Emil #1);Erich KÃ¤stner;Mystery;English;78;306;1510;2410;2075
68143;Powershift: Knowledge, Wealth, and Power at the Edge of the 21st Century;Alvin Toffler;Nonfiction;English;15;38;175;355;294
68985;The Wisdom of Crowds;James Surowiecki;Nonfiction;English;445;1432;5383;7480;5582
69091;The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal;Jim Loehr;Business;English;175;478;2067;3374;3856
69130;The Clown;Heinrich BÃ¶ll;Fiction;English;250;755;2914;5665;5848
69242;Cold Calling Techniques 5th Edition;Stephan Schiffman;Business;English;11;29;95;121;109
70105;Made to Stick: Why Some Ideas Survive and Others Die;Chip Heath;Business;English;1607;2808;11062;20272;19131
70132;The Counterfeiters;AndrÃ© Gide;Fiction;English;131;404;1540;2246;1919
70944;Information Architecture for the World Wide Web: Designing Large-Scale Web Sites;Peter Morville;Internet;English;59;158;691;1067;889
71292;Lady Chatterley's Lover;D.H. Lawrence;Classics;English;3043;9856;27483;26033;15010
71301;Asterix the Gaul (AstÃ©rix #1);RenÃ© Goscinny;Sequential Art;English;306;646;3458;6681;8766
71726;Obelix and Co. (AstÃ©rix #23);RenÃ© Goscinny;Sequential Art;English;15;153;869;1582;1701
71730;Jonathan Livingston Seagull;Richard Bach;Fiction;English;6501;14556;37083;47756;54932
71806;Nonviolent Communication: A Language of Life;Marshall B. Rosenberg;Nonfiction;English;84;253;1098;2933;4846
73127;30-Minute Meals;Rachael Ray;Food and Drink;English;338;487;1648;1978;2719
75004;Secrets of Power Negotiating: Inside Secrets from a Master Negotiator;Roger Dawson;Business;English;20;64;255;533;633
75180;Getting Real: The smarter, faster, easier way to build a successful Web application;37 Signals;Business;English;276;384;1262;2212;2933
75291;Couscous and Other Good Food from Morocco;Paula Wolfert;Food and Drink;English;0;4;25;62;72
75367;Art as Experience;John Dewey;Art;English;177;371;1024;1315;1841
76345;Oz Clarke's New Wine Atlas: Wines and Wine Regions of the World;Oz Clarke;Alcohol;English;0;0;2;6;12
76355;Between Heaven and Earth;Harriet Beinfield;Health;English;9;23;145;320;359
76479;Little Girls in Pretty Boxes: The Making and Breaking of Elite Gymnasts and Figure Skaters;Joan Ryan;Nonfiction;English;12;88;416;652;418
76527;A Field Guide to Getting Lost;Rebecca Solnit;Nonfiction;English;75;345;1237;2526;2386
76611;The Life and Opinions of Tristram Shandy, Gentleman;Laurence Sterne;Literature;English;1014;1645;3781;4753;5714
76620;A Natural History of the Senses;Diane Ackerman;Nonfiction;English;66;263;954;2023;2695
76852;Watership Down (Watership Down #1);Richard  Adams;Classics;English;9513;16375;54986;106656;135458
76865;Jonathan Strange & Mr Norrell;Susanna Clarke;Historical;English;8526;14808;32956;51911;56812
76931;Good to Great: Why Some Companies Make the Leap... and Others Don't;James C. Collins;Business;English;1585;3862;17837;35352;35320
76932;The Bombay Boomerang (Hardy Boys #49);Franklin W. Dixon;Mystery;English;11;73;425;399;310
76933;The Clue in the Embers (Hardy Boys #35);Franklin W. Dixon;Mystery;English;13;76;505;410;337
76934;The Clue of the Broken Blade (Hardy Boys #21);Franklin W. Dixon;Fiction;English;8;87;543;468;386
76936;The Clue of the Screeching Owl (Hardy Boys #41);Franklin W. Dixon;Mystery;English;11;92;553;475;391
76948;Danger on Vampire Trail (Hardy Boys #50);Franklin W. Dixon;Mystery;English;6;60;310;300;218
76952;The Shattered Helmet (Hardy Boys #52);Franklin W. Dixon;Mystery;English;11;58;346;345;236
76953;The Mark on the Door (Hardy Boys #13);Franklin W. Dixon;Mystery;English;18;124;752;665;531
76961;The Masked Monkey (Hardy Boys #51);Franklin W. Dixon;Mystery;English;13;64;401;352;246
76963;Mystery of the Flying Express (Hardy Boys #20);Franklin W. Dixon;Mystery;English;10;101;478;424;397
76964;The Mystery of the Spiral Bridge (Hardy Boys #45);Franklin W. Dixon;Mystery;English;12;54;373;310;253
77013;Mystery of the Whale Tattoo (Hardy Boys #47);Franklin W. Dixon;Mystery;English;11;64;409;356;246
77168;As I Lay Dying;William Faulkner;Classics;English;6490;11202;26015;37768;35211
77262;The Snows of Kilimanjaro and Other Stories;Ernest Hemingway;Fiction;English;417;1641;7069;11352;8177
77287;Animal Dreams;Barbara Kingsolver;Fiction;English;371;1695;11337;23043;18723
77427;Independent People (SjÃ¡lfstÃ¦tt fÃ³lk #1-4);HalldÃ³r Kiljan Laxness;Fiction;English;139;289;986;2234;3234
